,TransactionID,Date,CustomerID,ProductID,ProductName,Quantity,Price,TotalSales,PaymentType,CustomerAge
83,4794,2023-04-06,13,1029,Book T,5,52.4,2382.93,Cash,57
84,8696,2028-03-28,986,1036,Book K,6,143.44,3233.76,Credit Card,69
85,170,2029-10-02,698,1096,Book E,8,117.86,3136.13,Debit Card,76
86,4575,2034-11-01,770,1016,Book D,2,120.13,3481.24,Debit Card,75
87,9497,2034-03-06,777,1080,Book O,0,8.3,4469.41,Debit Card,43
88,533,2027-05-17,218,1043,Book I,12,162.03,2454.3,Debit Card,71
89,8292,2025-10-09,372,1038,Book I,2,177.28,4600.37,Debit Card,24
90,719,2030-07-07,425,1026,Book I,1,28.67,878.78,Debit Card,90
91,8655,2031-11-14,911,1035,Book I,17,36.39,3849.59,Cash,11
92,5808,2024-03-13,112,1054,Book F,3,73.22,1408.53,Credit Card,36
93,3470,2031-12-14,145,1095,Book F,6,131.47,1231.44,Cash,42
94,9838,2024-10-25,93,1047,Book T,12,49.99,3678.91,Debit Card,92
95,484,2036-03-20,956,1094,Book K,5,94.86,1009.79,Credit Card,22
96,8087,2026-01-02,806,1081,Book A,10,32.15,3975.86,Debit Card,45
97,8684,2026-07-14,994,1001,Book A,10,79.57,1820.44,Debit Card,41
98,2040,2032-01-31,647,1072,Book J,12,62.71,323.96,Credit Card,2
99,4831,2029-03-10,376,1015,Book J,5,16.3,1169.97,Credit Card,10
100,4962,2024-08-07,625,1059,Book A,0,90.48,2879.28,Cash,73
101,9207,2026-05-14,638,1050,Book R,2,144.16,4410.23,Debit Card,74
102,32,2030-02-05,568,1087,Book J,3,81.73,3560.18,Debit Card,50
103,36,2032-02-20,533,1020,Book S,11,11.69,852.3,Credit Card,20
104,5975,2028-10-06,718,1081,Book F,12,173.56,4265.07,Credit Card,14
105,1189,2024-02-04,658,1023,Book S,10,21.72,750.28,Credit Card,61
106,851,2030-09-21,522,1027,Book K,15,142.81,595.46,Paypal,81
107,9692,2023-10-07,327,1032,Book S,17,47.07,1304.14,Paypal,1
108,9314,2035-03-12,231,1052,Book R,10,106.77,2995.69,Cash,17
109,8564,2033-01-24,217,1018,Book P,1,188.85,1351.15,Cash,49
110,3059,2032-03-07,562,1042,Book G,15,146.16,511.27,Debit Card,9
111,6313,2034-06-09,840,1094,Book M,1,153.99,4098.55,Debit Card,59
112,1218,2033-06-21,381,1011,Book H,17,195.26,1210.07,Credit Card,59
113,2928,2033-12-07,43,1074,Book J,11,172.68,1466.96,Debit Card,17
114,5121,2028-04-26,47,1043,Book I,10,149.69,3466.9,Debit Card,89
115,7856,2033-07-11,760,1004,Book G,15,24.11,574.85,Cash,79
116,2710,2023-02-05,96,1089,Book B,16,189.85,2809.09,Debit Card,80
117,252,2023-03-04,912,1060,Book G,5,144.63,3480.44,Debit Card,22
118,8577,2032-07-11,599,1005,Book S,4,27.03,850.34,Debit Card,31
119,1598,2028-09-09,136,1022,Book O,5,66.79,2818.35,Debit Card,56
120,3937,2034-05-17,985,1011,Book F,13,53.23,3532.74,Cash,1
121,4906,2024-07-06,735,1056,Book E,4,198.79,4332.32,Credit Card,63
122,2886,2031-05-14,545,1048,Book P,2,89.59,3563.15,Paypal,36
123,4939,2026-12-26,761,1011,Book F,16,184.92,4479.98,Debit Card,30
124,2168,2034-08-20,646,1034,Book K,12,96.71,2348.0,Cash,87
125,8676,2025-01-09,782,1028,Book L,0,93.97,3145.99,Debit Card,37
126,1531,2028-12-31,970,1064,Book T,19,151.37,4842.07,Paypal,97
127,5304,2023-07-23,796,1045,Book M,8,168.47,2555.63,Debit Card,38
128,4623,2029-12-08,661,1099,Book R,4,21.15,3692.16,Debit Card,67
129,81,2034-02-06,461,1068,Book R,5,68.7,1757.78,Debit Card,4
130,3317,2025-04-01,896,1014,Book H,6,42.56,2754.05,Paypal,96
131,8565,2025-02-15,928,1024,Book A,14,77.79,3056.65,Credit Card,53
132,7031,2029-02-12,782,1003,Book S,13,189.66,246.37,Cash,65
133,5943,2034-10-03,965,1094,Book N,5,50.97,2263.57,Debit Card,16
134,3699,2026-08-05,858,1071,Book A,5,161.27,3487.3,Credit Card,19
135,1733,2026-09-12,414,1077,Book B,1,135.84,934.15,Credit Card,84
136,451,2024-07-22,31,1042,Book F,19,161.01,969.48,Cash,59
137,714,2023-06-02,231,1053,Book T,16,99.08,1290.37,Credit Card,68
138,3446,2034-12-11,58,1023,Book G,18,32.59,1867.55,Cash,85
139,4210,2026-04-03,336,1088,Book I,8,182.82,1277.99,Paypal,38
140,2305,2025-12-19,252,1015,Book G,17,100.39,3003.74,Debit Card,58
141,6061,2035-01-28,286,1095,Book K,4,12.23,619.37,Credit Card,8
142,4197,2025-09-09,831,1032,Book L,16,168.35,2706.74,Credit Card,31
143,9832,2023-08-21,463,1010,Book F,8,58.99,1565.19,Credit Card,79
144,7108,2034-12-03,80,1062,Book F,11,95.81,2517.81,Credit Card,26
145,9362,2029-08-15,16,1052,Book B,2,68.16,1608.17,Credit Card,14
146,5332,2032-03-29,646,1028,Book L,18,97.22,774.61,Cash,85
147,3785,2031-03-23,540,1032,Book O,0,184.96,1340.01,Paypal,34
148,9454,2027-03-21,903,1041,Book H,3,99.48,3400.39,Debit Card,93
149,3046,2033-06-06,468,1049,Book R,11,168.25,3952.84,Debit Card,12
150,6479,2028-04-14,339,1054,Book M,11,33.16,2392.08,Debit Card,64
151,3583,2025-07-27,777,1015,Book L,17,38.04,3923.89,Paypal,40
152,9621,2028-05-20,283,1044,Book B,6,93.8,2754.08,Paypal,64
153,6650,2027-05-09,348,1072,Book B,15,70.0,1626.16,Debit Card,56
154,4033,2023-03-26,742,1017,Book I,18,66.18,4933.42,Debit Card,6
155,8294,2023-05-21,877,1024,Book R,1,59.33,4747.96,Credit Card,99
156,4103,2034-01-24,859,1020,Book A,1,72.6,1756.31,Credit Card,19
157,7021,2032-09-22,870,1097,Book D,3,7.85,1136.95,Credit Card,54
158,6028,2029-06-02,738,1040,Book F,1,144.14,3919.29,Credit Card,37
159,2336,2027-04-08,949,1016,Book R,6,132.71,1811.44,Credit Card,9
160,1181,2031-01-22,952,1050,Book K,13,35.45,3836.93,Paypal,93
161,8693,2034-12-28,637,1072,Book O,0,112.15,1023.42,Credit Card,14
162,519,2034-04-03,39,1060,Book S,14,112.54,4848.96,Debit Card,22
163,7617,2034-09-23,290,1020,Book M,18,97.39,1332.42,Debit Card,28
164,1209,2031-07-29,232,1072,Book J,0,101.04,4081.4,Credit Card,76
165,2222,2034-11-15,466,1039,Book P,2,105.58,2047.21,Credit Card,96
166,347,2036-01-26,672,1029,Book B,19,90.26,429.38,Paypal,73
167,4221,2027-11-18,599,1045,Book A,13,39.05,894.82,Cash,40
168,6885,2034-05-10,750,1043,Book F,8,184.08,3454.51,Credit Card,98
169,1112,2024-10-01,44,1014,Book L,1,80.19,3364.15,Debit Card,75
170,6221,2032-07-15,557,1049,Book O,11,162.97,59.74,Debit Card,98
171,1570,2035-05-08,26,1004,Book A,2,88.31,1761.28,Credit Card,23
172,8948,2025-12-04,70,1029,Book M,13,82.82,736.97,Debit Card,56
173,1693,2036-02-15,836,1090,Book G,7,103.44,168.02,Debit Card,42
174,7826,2023-03-29,214,1045,Book E,11,56.63,266.55,Paypal,88
175,3280,2034-08-15,95,1094,Book E,3,6.97,540.98,Credit Card,11
176,5969,2035-05-13,328,1033,Book E,14,116.5,1315.47,Cash,12
177,1884,2028-07-29,165,1073,Book E,18,160.55,702.65,Debit Card,21
178,4681,2024-10-19,910,1087,Book I,1,63.2,4743.68,Debit Card,3
179,5372,2035-10-23,348,1004,Book T,6,49.61,2760.14,Debit Card,43
180,1409,2029-04-22,711,1081,Book S,19,78.72,3140.18,Debit Card,30
181,7896,2035-03-11,368,1088,Book S,9,154.03,109.35,Debit Card,10
182,9267,2032-07-04,179,1022,Book B,4,197.34,4269.61,Paypal,7
183,40,2027-06-19,459,1067,Book I,5,118.94,856.33,Debit Card,4
184,795,2024-09-08,612,1090,Book M,14,191.6,3942.78,Credit Card,45
185,9486,2029-01-01,483,1021,Book M,1,143.53,996.22,Credit Card,40
186,3853,2024-08-09,579,1061,Book P,17,114.94,920.18,Credit Card,56
187,5290,2034-03-28,908,1073,Book P,2,132.72,1721.45,Credit Card,80
188,759,2026-03-21,39,1027,Book E,1,197.32,2391.58,Cash,97
189,322,2034-07-19,59,1072,Book N,3,72.07,2385.1,Debit Card,70
190,3054,2032-08-28,940,1001,Book H,11,130.93,4766.69,Cash,23
191,1225,2031-08-16,364,1033,Book R,15,53.55,2980.51,Debit Card,10
192,4804,2030-08-21,602,1041,Book E,8,36.89,1027.45,Debit Card,84
193,1982,2027-06-11,890,1038,Book T,2,189.57,2652.19,Credit Card,99
194,5886,2023-06-24,659,1056,Book H,0,7.56,4247.39,Debit Card,69
195,260,2032-04-16,170,1052,Book F,1,151.21,4188.97,Credit Card,27
196,7382,2023-06-26,349,1095,Book M,9,94.74,435.9,Debit Card,28
197,1419,2028-02-24,133,1007,Book D,11,170.78,3084.37,Credit Card,49
198,2997,2025-10-12,566,1006,Book R,3,25.84,2028.97,Credit Card,45
199,6022,2034-09-07,561,1036,Book T,3,122.81,4760.55,Cash,40
200,6943,2024-04-27,686,1009,Book K,9,105.48,4272.99,Credit Card,29
201,624,2034-03-22,992,1000,Book S,4,167.51,3712.72,Credit Card,8
202,3486,2024-04-10,51,1013,Book A,2,157.41,4690.9,Debit Card,28
203,4430,2023-01-04,118,1080,Book E,2,102.51,4729.41,Paypal,36
204,8004,2025-01-06,78,1022,Book F,0,124.64,4232.98,Paypal,96
205,1077,2034-08-10,891,1063,Book M,1,114.45,3408.91,Cash,32
206,1069,2034-03-16,663,1017,Book K,7,82.52,2292.34,Credit Card,8
207,8328,2033-01-03,112,1043,Book J,14,116.15,2077.19,Credit Card,95
208,4884,2030-10-04,575,1015,Book K,16,50.93,2751.75,Debit Card,75
209,1176,2036-02-19,250,1060,Book I,3,27.73,4069.73,Debit Card,86
210,296,2027-03-31,494,1099,Book G,9,15.43,3108.77,Credit Card,67
211,5837,2032-10-28,161,1001,Book R,13,197.08,2274.07,Credit Card,19
212,6262,2031-12-30,443,1081,Book M,1,63.48,2800.73,Credit Card,82
213,5200,2029-08-10,784,1017,Book O,13,10.92,3834.19,Cash,0
214,5126,2029-05-20,130,1073,Book I,2,168.53,4653.42,Debit Card,24
215,5029,2031-08-18,995,1043,Book G,4,39.77,643.02,Credit Card,63
216,3150,2028-06-05,778,1098,Book I,4,189.07,1891.59,Credit Card,63
217,3525,2023-08-16,833,1011,Book E,18,162.5,4015.29,Paypal,29
218,4788,2033-05-11,337,1026,Book F,10,85.77,3022.03,Debit Card,61
219,9660,2025-09-13,474,1067,Book F,13,127.3,3109.09,Credit Card,75
220,3383,2035-05-04,496,1004,Book N,1,177.53,271.83,Debit Card,5
221,4149,2023-09-25,841,1085,Book N,3,164.27,2787.51,Credit Card,5
222,8764,2030-04-21,377,1080,Book N,3,41.88,1797.26,Debit Card,7
223,4697,2026-08-05,458,1018,Book T,6,16.18,190.86,Credit Card,48
224,5984,2036-09-04,450,1086,Book E,2,187.95,721.21,Credit Card,93
225,1579,2032-07-10,35,1027,Book M,19,155.35,3952.22,Paypal,3
226,2179,2023-06-30,841,1042,Book B,0,147.64,3073.56,Paypal,79
227,9501,2028-12-26,234,1023,Book H,15,126.16,2482.79,Paypal,41
228,7616,2025-12-16,342,1036,Book H,12,138.51,367.8,Debit Card,52
229,1863,2029-03-07,805,1047,Book M,10,25.32,4729.59,Debit Card,8
230,6647,2031-02-05,258,1077,Book F,6,10.5,3739.45,Credit Card,52
231,8864,2035-03-14,145,1068,Book K,18,22.2,4894.72,Credit Card,54
232,1965,2034-06-26,566,1058,Book K,18,115.09,1942.48,Credit Card,73
233,5065,2029-06-09,669,1090,Book A,3,124.95,2610.89,Cash,28
234,5501,2031-11-24,307,1096,Book G,0,78.38,1599.08,Cash,73
235,8035,2034-01-05,212,1074,Book J,7,134.76,2155.12,Debit Card,30
236,2329,2029-04-21,160,1082,Book D,4,124.07,2501.3,Credit Card,82
237,8290,2028-11-21,717,1092,Book P,13,13.63,3555.46,Credit Card,66
238,4634,2032-02-24,893,1047,Book S,8,146.06,3765.0,Debit Card,89
239,3258,2030-11-23,371,1067,Book N,9,154.56,3997.42,Debit Card,51
240,5869,2034-05-06,813,1028,Book N,11,48.55,2793.96,Debit Card,87
241,4668,2031-02-14,380,1024,Book B,19,139.99,2501.96,Credit Card,45
242,120,2034-02-23,420,1063,Book P,8,58.3,4379.9,Paypal,8
243,5795,2029-04-09,597,1033,Book K,14,181.83,1074.33,Credit Card,5
244,7783,2023-12-12,785,1006,Book S,14,56.42,3657.53,Paypal,13
245,5748,2032-04-24,461,1073,Book S,3,87.23,4019.24,Paypal,15
246,8776,2032-08-01,476,1077,Book T,7,141.38,3556.92,Cash,36
247,6364,2036-08-31,666,1046,Book I,1,55.56,3306.31,Cash,39
248,5071,2023-03-21,16,1088,Book L,18,169.65,427.12,Credit Card,28
249,488,2024-09-16,470,1050,Book J,4,63.15,1310.51,Credit Card,89
250,6609,2034-03-14,92,1010,Book J,18,188.19,1228.73,Cash,78
251,5560,2035-01-12,643,1028,Book G,1,175.07,1831.07,Debit Card,86
252,8963,2027-07-04,213,1057,Book S,11,86.59,4002.27,Credit Card,3
253,6224,2032-05-24,154,1032,Book D,11,88.6,2694.88,Credit Card,60
254,9183,2024-09-14,721,1067,Book L,14,96.17,4185.06,Cash,82
255,7335,2032-05-23,260,1053,Book F,1,13.74,282.35,Cash,15
256,674,2025-12-20,940,1089,Book B,10,106.02,3789.53,Credit Card,29
257,2134,2029-11-13,359,1029,Book G,13,63.5,4087.9,Credit Card,95
258,3282,2030-07-25,729,1084,Book O,11,16.28,2571.93,Debit Card,99
259,583,2029-09-30,521,1030,Book O,11,121.24,535.77,Debit Card,41
260,7938,2034-09-01,663,1091,Book K,1,170.97,2958.65,Debit Card,33
261,1403,2026-05-05,860,1090,Book I,12,46.79,716.74,Debit Card,4
262,2961,2032-10-31,475,1003,Book D,19,157.76,539.03,Paypal,97
263,9852,2027-07-22,393,1031,Book L,12,149.82,3080.62,Debit Card,72
264,8427,2028-08-24,884,1078,Book N,18,189.96,2828.02,Debit Card,71
265,2276,2034-06-06,170,1030,Book R,0,35.83,3517.11,Debit Card,39
266,312,2031-08-09,849,1012,Book O,16,50.66,3411.47,Cash,33
267,1157,2035-02-23,114,1059,Book O,19,135.87,2124.43,Debit Card,53
268,9121,2032-04-14,459,1028,Book F,1,181.47,2771.52,Cash,78
269,4230,2028-11-09,950,1001,Book O,1,71.28,2640.9,Cash,60
270,6244,2031-11-15,871,1004,Book E,3,119.0,4172.28,Debit Card,44
271,3354,2025-01-10,866,1017,Book M,3,189.19,694.02,Paypal,98
272,107,2028-06-02,746,1050,Book K,8,197.15,4527.34,Cash,20
273,3870,2034-03-27,624,1093,Book J,16,52.41,1716.92,Cash,32
274,3275,2026-09-26,134,1064,Book D,1,166.36,2733.92,Debit Card,4
275,1278,2034-04-25,884,1056,Book D,5,43.65,301.42,Cash,30
276,6302,2031-02-26,822,1084,Book E,4,166.38,2932.85,Debit Card,99
277,3466,2026-05-12,161,1091,Book J,5,183.42,1712.39,Paypal,55
278,2424,2029-05-08,278,1043,Book T,14,114.82,814.07,Cash,15
279,374,2026-01-26,186,1091,Book H,18,32.31,861.08,Debit Card,82
280,4181,2027-01-29,42,1067,Book N,4,188.96,875.49,Credit Card,75
281,3024,2034-01-24,791,1087,Book S,5,121.25,1387.11,Credit Card,79
282,4773,2024-03-28,470,1026,Book O,16,129.4,1087.56,Credit Card,48
283,9795,2034-09-22,336,1018,Book P,7,135.3,4813.41,Debit Card,8
284,4554,2033-08-09,520,1062,Book R,17,171.6,1937.9,Paypal,75
285,8989,2030-06-06,914,1036,Book J,5,170.89,1617.6,Cash,18
286,3152,2034-04-09,689,1052,Book J,5,17.54,554.9,Paypal,52
287,5803,2036-03-14,99,1014,Book S,11,190.55,4114.78,Debit Card,1
288,9530,2024-02-17,129,1018,Book H,3,59.49,1954.37,Debit Card,24
289,8711,2030-09-28,236,1087,Book H,8,89.37,646.89,Debit Card,31
290,6228,2023-01-26,91,1007,Book A,4,39.0,4280.06,Paypal,91
291,3662,2027-09-01,621,1075,Book N,3,115.78,1665.67,Debit Card,89
292,7842,2024-05-25,38,1045,Book J,11,46.45,3270.85,Debit Card,64
293,7614,2030-03-30,390,1038,Book F,4,149.89,4201.45,Credit Card,82
294,2110,2029-07-16,475,1030,Book F,14,130.54,582.81,Debit Card,32
295,3943,2034-07-11,479,1008,Book M,19,104.69,2719.5,Credit Card,41
296,30,2033-07-14,337,1014,Book M,4,104.82,241.39,Cash,27
297,5066,2031-01-07,116,1017,Book S,4,135.14,2380.89,Cash,95
298,1348,2024-12-12,680,1082,Book S,15,52.91,4604.05,Debit Card,96
299,2575,2023-04-13,234,1063,Book H,7,65.52,3097.21,Cash,1
300,8404,2029-12-01,941,1025,Book K,8,83.15,253.76,Credit Card,3
301,7815,2027-05-26,743,1022,Book T,19,111.31,3782.58,Credit Card,65
302,7536,2034-09-29,241,1071,Book T,16,162.59,896.4,Cash,0
303,2407,2031-05-25,848,1025,Book L,6,87.0,410.87,Cash,76
304,8973,2033-09-19,112,1090,Book O,2,133.47,261.35,Cash,76
305,2317,2035-01-09,608,1086,Book L,4,195.46,2882.06,Cash,27
306,3786,2028-01-25,62,1075,Book E,3,80.53,1246.73,Paypal,17
307,8100,2032-11-12,780,1057,Book J,13,26.32,343.26,Credit Card,70
308,6366,2035-11-02,298,1076,Book E,5,172.29,2562.09,Paypal,3
309,6329,2034-07-03,175,1055,Book E,2,51.32,1649.26,Credit Card,1
310,734,2034-05-11,588,1005,Book B,17,88.04,2069.7,Debit Card,42
311,1124,2031-01-24,31,1059,Book O,16,7.21,3471.92,Debit Card,7
312,8749,2024-06-29,407,1008,Book O,9,46.79,173.71,Paypal,48
313,2927,2023-07-17,889,1024,Book F,12,86.77,1884.73,Debit Card,81
314,6351,2030-11-23,669,1055,Book T,10,61.72,3732.86,Credit Card,50
315,9974,2030-10-07,694,1024,Book R,5,100.31,1629.68,Debit Card,28
316,4061,2029-04-19,294,1062,Book J,5,36.2,1023.52,Paypal,6
317,3648,2026-10-05,99,1075,Book J,11,65.64,1009.58,Credit Card,59
318,3468,2030-01-23,888,1007,Book T,2,85.99,629.31,Debit Card,70
319,2738,2034-12-28,763,1075,Book M,4,45.25,1910.7,Debit Card,50
320,9099,2028-12-30,106,1011,Book E,0,86.55,1017.05,Cash,43
321,9264,2024-10-28,447,1080,Book I,2,36.63,1719.45,Debit Card,44
322,9257,2024-08-08,565,1058,Book O,8,85.29,2227.62,Debit Card,89
323,2555,2026-02-07,976,1030,Book A,17,157.53,3877.23,Debit Card,34
324,5717,2029-06-12,912,1015,Book S,4,16.74,4036.34,Credit Card,79
325,933,2036-03-01,218,1024,Book J,2,188.87,1601.79,Credit Card,87
326,5145,2025-03-06,520,1059,Book P,2,141.99,4121.57,Credit Card,52
327,1502,2032-05-22,514,1061,Book K,7,58.54,1285.76,Credit Card,28
328,1184,2024-05-21,896,1076,Book B,0,181.8,692.4,Debit Card,7
329,8088,2025-06-26,906,1022,Book D,6,193.93,952.62,Credit Card,38
330,1865,2024-07-24,958,1000,Book E,8,60.26,1020.18,Credit Card,30
331,5245,2030-05-06,764,1080,Book R,2,128.21,2417.57,Paypal,7
332,622,2024-10-17,640,1069,Book S,9,110.98,1551.77,Credit Card,6
333,1356,2036-02-07,888,1071,Book L,2,125.08,3885.31,Cash,26
334,3316,2031-04-01,294,1001,Book A,3,65.58,4266.2,Credit Card,0
335,5035,2023-08-16,555,1006,Book I,11,171.89,1043.22,Credit Card,59
336,4510,2026-12-31,579,1068,Book M,0,110.58,4651.02,Credit Card,65
337,1200,2029-08-04,296,1022,Book N,7,19.51,2532.34,Cash,88
338,8058,2028-11-07,79,1046,Book P,17,101.39,1599.89,Credit Card,74
339,6960,2030-01-24,106,1092,Book N,3,191.0,2117.32,Credit Card,8
340,4418,2034-06-24,581,1047,Book M,3,21.22,183.29,Debit Card,14
341,8192,2024-09-24,898,1004,Book O,17,92.48,4805.95,Cash,92
342,294,2028-11-17,688,1029,Book I,18,103.43,3778.77,Cash,83
343,9024,2031-04-19,640,1058,Book H,11,84.44,4616.23,Debit Card,44
344,9927,2030-12-26,309,1080,Book F,12,135.46,4460.55,Credit Card,4
345,8400,2024-11-09,778,1073,Book F,13,134.14,2308.99,Credit Card,33
346,319,2029-12-04,965,1019,Book O,17,46.08,4585.63,Paypal,19
347,1600,2034-12-05,133,1069,Book S,5,149.62,3873.81,Credit Card,2
348,1795,2023-04-22,171,1031,Book G,14,51.42,3659.62,Debit Card,83
349,3013,2033-05-05,874,1057,Book E,4,139.83,635.83,Paypal,49
350,8673,2033-11-16,819,1051,Book N,1,51.68,3315.77,Credit Card,6
351,564,2036-05-03,624,1046,Book T,11,14.07,925.6,Credit Card,80
352,4540,2027-07-17,66,1058,Book B,1,79.57,3321.02,Paypal,21
353,5992,2033-09-22,406,1041,Book P,11,124.95,2660.95,Debit Card,1
